id,id_memoire,id_ech,Wilaya,Region,X,Y,Longitude,latitude,altitude,UD,LD,average profondeur,USDA Soil Taxonomy,pH,CE,CEC,A%,L%,S%,ALR(L),ALR(S),OM
1823,89,617,Skikda,El Hadaiek,6 879 444 444,3 685 083 333,"6Â°52'46""E","36Â°51'03""N ",140,0,5,"2,5",nan,5 977,nan,"7,47",15 523,18 962,65 513,"0,086908205","0,62535155",51 686
1824,89,617,Skikda,El Hadaiek,6 879 444 444,3 685 083 333,"6Â°52'46""E","36Â°51'03""N ",140,5,15,10,nan,5 952,nan,7 414,15 985,19 105,64 908,"0,07743413","0,608585315",498 284
1825,89,617,Skikda,El Hadaiek,6 879 444 444,3 685 083 333,"6Â°52'46""E","36Â°51'03""N ",140,15,30,"22,5",nan,5 841,nan,7 171,18 001,19 732 999 999 999 900,62 266 999 999 999 900,"0,039896243","0,538961069",416 756
1826,89,617,Skikda,El Hadaiek,6 879 444 444,3 685 083 333,"6Â°52'46""E","36Â°51'03""N ",140,30,60,45,nan,5 533,nan,6 492,23 612,21 478,54 917,"-0,04113912","0,366573846",190 232
1827,89,617,Skikda,El Hadaiek,6 879 444 444,3 685 083 333,"6Â°52'46""E","36Â°51'03""N ",140,60,100,80,nan,5 282,nan,"5,94",28 177,22 898,48 937,"-0,090097355","0,239742436","0,1462"
1828,89,618,Skikda,El Hadaiek,6 885 277 778,3 684 805 556,"6Â°53'07""E","36Â°50'53""N ",50,0,5,"2,5",nan,6 649,nan,10 662,17 687,26 649,55 650 000 000 000 000,"0,178026495","0,497810747",358 964
1829,89,618,Skikda,El Hadaiek,6 885 277 778,3 684 805 556,"6Â°53'07""E","36Â°50'53""N ",50,5,15,10,nan,6 633,nan,10 871,19 767,26 204,54 017,"0,122426609","0,436589479",351 052
1830,89,618,Skikda,El Hadaiek,6 885 277 778,3 684 805 556,"6Â°53'07""E","36Â°50'53""N ",50,15,30,"22,5",nan,6 563,nan,11 786,28 859,24 256,46 879 000 000 000 000,"-0,075462245","0,21069691",316 824
1831,89,618,Skikda,El Hadaiek,6 885 277 778,3 684 805 556,"6Â°53'07""E","36Â°50'53""N ",50,30,60,45,nan,6 369,nan,14 301,53 868,18 896,27 241 999 999 999 900,"-0,454961052","-0,296091943",222 912
1832,89,618,Skikda,El Hadaiek,6 885 277 778,3 684 805 556,"6Â°53'07""E","36Â°50'53""N ",50,60,100,80,nan,6 227,nan,16 144,"72,2",14 966 999 999 999 900,12 847,"-0,683402499","-0,749735534",15 394
1833,89,619,Skikda,El Hadaiek,6 896 111 111,368 475,"6Â°53'46""E","36Â°50'51""N ",13,0,5,"2,5",nan,6 673,nan,13 359,31 129,46 477 000 000 000 000,22 398,"0,174072778","-0,142956069",254 732
1834,89,619,Skikda,El Hadaiek,6 896 111 111,368 475,"6Â°53'46""E","36Â°50'51""N ",13,5,15,10,nan,6 648,nan,"13,51",31 445,46 916,21 641,"0,17376924","-0,162274412",253 012
1835,89,619,Skikda,El Hadaiek,6 896 111 111,368 475,"6Â°53'46""E","36Â°50'51""N ",13,15,30,"22,5",nan,6 538,nan,"14,17",32 823,48 837,18 337,"0,172570573","-0,25285012",245 272
1836,89,619,Skikda,El Hadaiek,6 896 111 111,368 475,"6Â°53'46""E","36Â°50'51""N ",13,30,60,45,nan,6 155,nan,16 023,37 841,51 631,10 523,"0,134947817","-0,555823149",221 536
1837,89,619,Skikda,El Hadaiek,6 896 111 111,368 475,"6Â°53'46""E","36Â°50'51""N ",13,60,100,80,nan,5 894,nan,18 038,45 415,43 699,10 911,"-0,016727915","-0,619334858",1 763
1838,89,620,Skikda,El Hadaiek,6 899 166 667,3 684 666 667,"6Â°53'57""E","36Â°50'48""N ",14,0,5,"2,5",nan,"6,37",nan,7 319,14 744,24 883 000 000 000 000,60 379 000 000 000 000,"0,227287123","0,612270299",237 188
1839,89,620,Skikda,El Hadaiek,6 899 166 667,3 684 666 667,"6Â°53'57""E","36Â°50'48""N ",14,5,15,10,nan,"6,38",nan,7 178,14 565,24 450 000 000 000 000,60 989 000 000 000 000,"0,224968076","0,621940725",230 308
1840,89,620,Skikda,El Hadaiek,6 899 166 667,3 684 666 667,"6Â°53'57""E","36Â°50'48""N ",14,15,30,"22,5",nan,6 424,nan,6 565,13 783,22 555,63 656,"0,21389876","0,664495274",200 036
1841,89,620,Skikda,El Hadaiek,6 899 166 667,3 684 666 667,"6Â°53'57""E","36Â°50'48""N ",14,30,60,45,nan,6 507,nan,5 291,12 063,18 475,"69,44","0,185128759","0,760154024",124 184
1842,89,620,Skikda,El Hadaiek,6 899 166 667,3 684 666 667,"6Â°53'57""E","36Â°50'48""N ",14,60,100,80,nan,6 358,nan,6 603,13 116,21 585,65 315,"0,216350314","0,697211192",10 406
1843,89,620,Skikda,El Hadaiek,6 899 166 667,3 684 666 667,"6Â°53'57""E","36Â°50'48""N ",14,100,200,150,nan,6 248,nan,7 735,14 227,24 576 999 999 999 900,"61,24","0,237415233","0,633921545",114 208
1844,89,621,Skikda,El Hadaiek,6 879 166 667,3 684 833 333,"6Â°52'45""E","36Â°50'54""N ",122,0,5,"2,5",nan,6 163,nan,9 233,21 834,33 084,45 653,"0,180484507","0,320335817",139 664
1845,89,621,Skikda,El Hadaiek,6 879 166 667,3 684 833 333,"6Â°52'45""E","36Â°50'54""N ",122,5,15,10,nan,6 153,nan,8 584,20 117,32 394,47 934,"0,206901146","0,37708024",17 974
1846,89,621,Skikda,El Hadaiek,6 879 166 667,3 684 833 333,"6Â°52'45""E","36Â°50'54""N ",122,15,30,"22,5",nan,6 074,nan,7 639,17 612,29 845,52 662 000 000 000 000,"0,22906266","0,475688425",175 096
1847,89,621,Skikda,El Hadaiek,6 879 166 667,3 684 833 333,"6Â°52'45""E","36Â°50'54""N ",122,30,60,45,nan,5 621,nan,12 888,31 463,22 466,45 992 999 999 999 900,"-0,146274514","0,16489147",155 144
1848,89,621,Skikda,El Hadaiek,6 879 166 667,3 684 833 333,"6Â°52'45""E","36Â°50'54""N ",122,60,100,80,nan,5 356,nan,17 163,42 757,21 371,35 887,"-0,301182483","-0,076070173",12 298
1849,89,621,Skikda,El Hadaiek,6 879 166 667,3 684 833 333,"6Â°52'45""E","36Â°50'54""N ",122,100,200,150,nan,5 224,nan,10 745,25 826,26 853,47 321,"0,016935497","0,262996599",139 664
1850,89,622,Skikda,El Hadaiek,6 883 333 333,3 685 055 556,"6Â°53'00""E","36Â°51'02""N ",107,0,5,"2,5",nan,"4,94",nan,"14,95","36,9","26,09",37,"-0,150552405","0,00117524",130 376
1851,89,622,Skikda,El Hadaiek,6 883 333 333,3 685 055 556,"6Â°53'00""E","36Â°51'02""N ",107,5,15,10,nan,"4,94",nan,"14,95","36,9","26,09",37,"-0,150552405","0,00117524",268 836
1852,89,623,Skikda,El Hadaiek,6 883 333 333,3 685 055 556,"6Â°53'00""E","36Â°51'02""N ",107,0,5,"2,5",nan,"5,33",nan,"14,29","35,17","26,96","37,87","-0,115452604","0,032122813",261 612
1853,89,623,Skikda,El Hadaiek,6 883 333 333,3 685 055 556,"6Â°53'00""E","36Â°51'02""N ",107,5,15,10,nan,"5,33",nan,"14,29","35,17","26,96","37,87","-0,115452604","0,032122813",22 962
1854,89,623,Skikda,El Hadaiek,6 883 333 333,3 685 055 556,"6Â°53'00""E","36Â°51'02""N ",107,15,30,"22,5",nan,"5,33",nan,"14,29","35,17","26,96","37,87","-0,115452604","0,032122813",166 152
1855,89,624,Skikda,El Hadaiek,6 889 444 444,368 625,"6Â°53'22""E","36Â°51'45""N ",23,0,5,"2,5",nan,"6,34",nan,"14,27","35,11","35,22","29,66","0,001358398","-0,073259806",146 028
1856,89,624,Skikda,El Hadaiek,6 889 444 444,368 625,"6Â°53'22""E","36Â°51'45""N ",23,5,15,10,nan,"6,34",nan,"14,27","35,11","35,22","29,66","0,001358398","-0,073259806",1 892
1857,89,625,Skikda,El Hadaiek,6 889 444 444,368 625,"6Â°53'22""E","36Â°51'45""N ",23,0,5,"2,5",nan,6 093,nan,19 985,50 187,44 114,5 699,"-0,056014884","-0,944792665",332 476
1858,89,625,Skikda,El Hadaiek,6 889 444 444,368 625,"6Â°53'22""E","36Â°51'45""N ",23,5,15,10,nan,6 098,nan,19 875,49 898,43 705,6 398,"-0,057552101","-0,89203899",319 404
1859,89,625,Skikda,El Hadaiek,6 889 444 444,368 625,"6Â°53'22""E","36Â°51'45""N ",23,15,30,"22,5",nan,6 119,nan,19 397,48 636,41 915,9 449,"-0,064588469","-0,71157209",267 288
1860,89,625,Skikda,El Hadaiek,6 889 444 444,368 625,"6Â°53'22""E","36Â°51'45""N ",23,30,60,45,nan,6 194,nan,17 694,44 139,35 539,20 323,"-0,094117385","-0,336834771",218 096
1861,89,625,Skikda,El Hadaiek,6 889 444 444,368 625,"6Â°53'22""E","36Â°51'45""N ",23,60,100,80,nan,6 309,nan,15 089,37 265,25 794,36 941,"-0,159782547","-0,003792594",281 048
1862,89,625,Skikda,El Hadaiek,6 889 444 444,368 625,"6Â°53'22""E","36Â°51'45""N ",23,100,200,150,nan,6 389,nan,13 263,32 445,20 132,48 595,"-0,207260991","0,175443674",264 708
1863,89,626,Skikda,El Hadaiek,68 925,3 686 333 333,"6Â°53'33""E","36Â°51'48""N ",13,0,5,"2,5",nan,5 888,nan,10 967,26 407,31 935,"41,06","0,082547691","0,191699715",19 952
1864,89,626,Skikda,El Hadaiek,68 925,3 686 333 333,"6Â°53'33""E","36Â°51'48""N ",13,5,15,10,nan,5 919,nan,11 169,26 941,31 673 000 000 000 000,40 034 000 000 000 000,"0,070275328","0,172015112",126 076
1865,89,626,Skikda,El Hadaiek,68 925,3 686 333 333,"6Â°53'33""E","36Â°51'48""N ",13,15,30,"22,5",nan,6 053,nan,12 052,29 274,33 536,35 554,"0,059029044","0,084406251",109 564
1866,89,626,Skikda,El Hadaiek,68 925,3 686 333 333,"6Â°53'33""E","36Â°51'48""N ",13,30,60,45,nan,6 412,nan,14 083,34 639,40 498,24 506,"0,067868105","-0,150293042",10 578
1867,89,626,Skikda,El Hadaiek,68 925,3 686 333 333,"6Â°53'33""E","36Â°51'48""N ",13,60,100,80,nan,6 613,nan,12 815,31 291,43 961,25 041 999 999 999 900,"0,147647982","-0,09675057",10 578
1868,89,626,Skikda,El Hadaiek,68 925,3 686 333 333,"6Â°53'33""E","36Â°51'48""N ",13,100,200,150,nan,6 514,nan,8 316,19 404,42 467 000 000 000 000,39 132 999 999 999 900,"0,340160092","0,304651653","0,32336"
1869,89,627,Skikda,El Hadaiek,6 893 333 333,3 686 055 556,"6Â°53'36""E","36Â°51'38""N ",14,0,5,"2,5",nan,6 377,nan,9 379,24 487,34 972,42 962,"0,154784711","0,244148732",198 316
1870,89,627,Skikda,El Hadaiek,6 893 333 333,3 686 055 556,"6Â°53'36""E","36Â°51'38""N ",14,5,15,10,nan,6 395,nan,9 414,24 312,35 034,42 790 000 000 000 000,"0,15866886","0,245521421",196 768
1871,89,627,Skikda,El Hadaiek,6 893 333 333,3 686 055 556,"6Â°53'36""E","36Â°51'38""N ",14,15,30,"22,5",nan,6 473,nan,9 569,23 549,35 305,"42,04","0,175863562","0,251690053",189 716
1872,89,627,Skikda,El Hadaiek,6 893 333 333,3 686 055 556,"6Â°53'36""E","36Â°51'38""N ",14,30,60,45,nan,6 768,nan,"10,14",20 905,36 461,39 123 000 000 000 000,"0,241578196","0,27218177",163 572
1873,89,627,Skikda,El Hadaiek,6 893 333 333,3 686 055 556,"6Â°53'36""E","36Â°51'38""N ",14,60,100,80,nan,6 862,nan,9 609,"38,68",49 151,"28,86","0,10404578","-0,127190251",167 012
1874,89,627,Skikda,El Hadaiek,6 893 333 333,3 686 055 556,"6Â°53'36""E","36Â°51'38""N ",14,100,200,150,nan,6 628,nan,6 301,38 107,43 643,38 762,"0,058909722","0,007401303",207 604
1875,89,628,Skikda,El Hadaiek,6 899 166 667,3 684 833 333,"6Â°53'57""E","36Â°50'54""N ",14,0,5,"2,5",nan,6 458,nan,10 271,24 579,49 718,25 759,"0,305949264","0,020364613",281 564
1876,89,628,Skikda,El Hadaiek,6 899 166 667,3 684 833 333,"6Â°53'57""E","36Â°50'54""N ",14,5,15,10,nan,6 469,nan,9 688,"23,04","51,08",25 884 999 999 999 900,"0,345768225","0,050565506",281 564
1877,89,628,Skikda,El Hadaiek,6 899 166 667,3 684 833 333,"6Â°53'57""E","36Â°50'54""N ",14,15,30,"22,5",nan,6 512,nan,7 534,"17,35",56 803,25 765,"0,515071544","0,171730417",278 984
1878,89,628,Skikda,El Hadaiek,6 899 166 667,3 684 833 333,"6Â°53'57""E","36Â°50'54""N ",14,30,60,45,nan,6 566,nan,7 775,17 977,63 164,20 533,"0,545752165","0,057734947",216 892
1879,89,628,Skikda,El Hadaiek,6 899 166 667,3 684 833 333,"6Â°53'57""E","36Â°50'54""N ",14,60,100,80,nan,6 817,nan,6 971,"15,85",29 332,55 297,"0,267312136","0,54267203",119 712
1880,89,628,Skikda,El Hadaiek,6 899 166 667,3 684 833 333,"6Â°53'57""E","36Â°50'54""N ",14,100,200,150,nan,6 897,nan,11 731,28 423,38 045,33 532 000 000 000 000,"0,126627521","0,07178939",139 664
1881,89,629,Skikda,El Hadaiek,"6,9",3 684 888 889,"6Â°54'00""E","36Â°50'56""N ",14,0,5,"2,5",nan,6 227,nan,6 491,14 581,25 228,59 859,"0,238095215","0,613341849",17 974
1882,89,629,Skikda,El Hadaiek,"6,9",3 684 888 889,"6Â°54'00""E","36Â°50'56""N ",14,5,15,10,nan,6 183,nan,6 523,14 665,26 532,58 686,"0,257487625","0,602252146",175 096
1883,89,629,Skikda,El Hadaiek,"6,9",3 684 888 889,"6Â°54'00""E","36Â°50'56""N ",14,15,30,"22,5",nan,5 998,nan,6 658,15 022,32 036,53 746,"0,328910238","0,553618101",155 144
1884,89,629,Skikda,El Hadaiek,"6,9",3 684 888 889,"6Â°54'00""E","36Â°50'56""N ",14,30,60,45,nan,5 579,nan,6 941,15 775,37 014,49 922,"0,370396377","0,500322333",12 298
1885,89,629,Skikda,El Hadaiek,"6,9",3 684 888 889,"6Â°54'00""E","36Â°50'56""N ",14,60,100,80,nan,5 352,nan,7 368,16 915,29 071,45 194,"0,235187712","0,426808522",139 664
1886,89,629,Skikda,El Hadaiek,"6,9",3 684 888 889,"6Â°54'00""E","36Â°50'56""N ",14,100,200,150,nan,5 787,nan,8 898,20 946,41 611,34 075,"0,298106846","0,211334558",130 376
1887,89,630,Skikda,El Hadaiek,"6,9",3 684 666 667,"6Â°54'00""E","36Â°50'48""N ",17,0,5,"2,5",nan,5 794,nan,6 285,14 045,38 565,47 388 999 999 999 900,"0,438671283","0,528155492",268 836
1888,89,630,Skikda,El Hadaiek,"6,9",3 684 666 667,"6Â°54'00""E","36Â°50'48""N ",17,5,15,10,nan,5 777,nan,6 242,13 931,38 882 000 000 000 000,47 186,"0,445765992","0,529830559",261 612
1889,89,630,Skikda,El Hadaiek,"6,9",3 684 666 667,"6Â°54'00""E","36Â°50'48""N ",17,15,30,"22,5",nan,5 703,nan,6 055,13 438,40 238,46 327,"0,476301426","0,537499218",22 962
1890,89,630,Skikda,El Hadaiek,"6,9",3 684 666 667,"6Â°54'00""E","36Â°50'48""N ",17,30,60,45,nan,5 762,nan,5 813,12 797,38 891 000 000 000 000,48 322,"0,482740601","0,577036392",166 152
1891,89,630,Skikda,El Hadaiek,"6,9",3 684 666 667,"6Â°54'00""E","36Â°50'48""N ",17,60,100,80,nan,6 333,nan,"7,57",17 434,30 933 999 999 999 900,51 641,"0,24903879","0,471597353",146 028
1892,89,630,Skikda,El Hadaiek,"6,9",3 684 666 667,"6Â°54'00""E","36Â°50'48""N ",17,100,200,150,nan,6 441,nan,14 087,34 645,42 989 999 999 999 900,22 375,"0,093726754","-0,189877647",1 892
1893,89,631,Skikda,El Hadaiek,6 903 888 889,3 684 722 222,"6Â°54'14""E","36Â°50'50""N ",17,0,5,"2,5",nan,6 362,nan,9 667,22 956,58 289,18 755,"0,404690199","-0,087779337",332 476
1894,89,631,Skikda,El Hadaiek,6 903 888 889,3 684 722 222,"6Â°54'14""E","36Â°50'50""N ",17,5,15,10,nan,6 449,nan,9 525,22 582,57 897 000 000 000 000,19 520 999 999 999 900,"0,408893465","-0,063260534",319 404
1895,89,631,Skikda,El Hadaiek,6 903 888 889,3 684 722 222,"6Â°54'14""E","36Â°50'50""N ",17,15,30,"22,5",nan,"6,77",nan,8 918,20 988,56 047,22 964,"0,426581109","0,039076276",267 288
1896,89,631,Skikda,El Hadaiek,6 903 888 889,3 684 722 222,"6Â°54'14""E","36Â°50'50""N ",17,30,60,45,nan,6 619,nan,7 582,17 476,48 887,33 637,"0,446751103","0,284374971",218 096
1897,89,632,Skikda,El Hadaiek,6 904 722 222,3 684 722 222,"6Â°54'17""E","36Â°50'50""N ",31,0,5,"2,5",nan,6 451,nan,7 394,16 978,42 823,40 202,"0,401790304","0,374360874",281 048
1898,89,632,Skikda,El Hadaiek,6 904 722 222,3 684 722 222,"6Â°54'17""E","36Â°50'50""N ",31,5,15,10,nan,6 426,nan,7 896,18 303,42 372,39 326,"0,364556447","0,332157258",264 708
1899,89,632,Skikda,El Hadaiek,6 904 722 222,3 684 722 222,"6Â°54'17""E","36Â°50'50""N ",31,15,30,"22,5",nan,6 331,nan,9 881,23 541,40 445,36 007,"0,235039748","0,184561847",19 952
1900,89,632,Skikda,El Hadaiek,6 904 722 222,3 684 722 222,"6Â°54'17""E","36Â°50'50""N ",31,30,60,45,nan,6 339,nan,11 343,27 396,34 692,37 903 999 999 999 900,"0,102542022","0,140997727",126 076
1901,89,632,Skikda,El Hadaiek,6 904 722 222,3 684 722 222,"6Â°54'17""E","36Â°50'50""N ",31,60,100,80,nan,6 543,nan,10 298,24 632,"27,09",48 278 999 999 999 900,"0,041309153","0,292258414",109 564
1902,89,632,Skikda,El Hadaiek,6 904 722 222,3 684 722 222,"6Â°54'17""E","36Â°50'50""N ",31,100,200,150,nan,6 612,nan,9 912,23 609,"24,68",51 716,"0,019267379","0,340547151",10 578
1911,98,637,Tlemcen,Hennaya,-1 292 424 373 883 980,3 493 021 316 098 820,nan,nan,nan,15,30,"22,5",nan,7 811,1 403,6 849,23 078,42 324,30 881,"0,263388349","0,126492998",1 957
1912,98,637,Tlemcen,Hennaya,-1 292 424 373 883 980,3 493 021 316 098 820,nan,nan,nan,30,60,45,nan,7 913,1 687,6 797,27 577,63 312,26 733,"0,360938856","-0,013499478",1 537
1913,98,637,Tlemcen,Hennaya,-1 292 424 373 883 980,3 493 021 316 098 820,nan,nan,nan,60,100,80,nan,7 785,1 875,11 469,16 433,29 533,"51,84","0,254590446","0,498947873","0,702"
1914,98,637,Tlemcen,Hennaya,-1 292 424 373 883 980,3 493 021 316 098 820,nan,nan,nan,100,200,150,nan,7 789,2 856,14 281,18 905,54 445,"14,4","0,459381091","-0,118214419","0,648"
1915,98,638,Tlemcen,Hennaya,-1 521 323 465 419 020,3 502 563 533 189 600,nan,nan,nan,30,60,45,nan,"7,8","1,36","12,18",33,29,37,"-0,056116074","0,049687653","2,63"
1916,98,638,Tlemcen,Hennaya,-1 521 323 465 419 020,3 502 563 533 189 600,nan,nan,nan,60,100,80,nan,"7,8","1,36","12,18",33,29,37,"-0,056116074","0,049687653","2,63"
1919,98,640,Tlemcen,Hennaya,-1 180 072 342 969 800,3 443 635 942 679 530,nan,nan,nan,15,30,"22,5",nan,7 952,3 637,10 417,29 094,38 863,"30,07","0,125732739","0,014329844","1,89"
1920,98,640,Tlemcen,Hennaya,-1 180 072 342 969 800,3 443 635 942 679 530,nan,nan,nan,30,60,45,nan,8 121,1 481,10 011,36 553,27 637,35 672,"-0,121432247","-0,010595686",1 869
1921,98,640,Tlemcen,Hennaya,-1 180 072 342 969 800,3 443 635 942 679 530,nan,nan,nan,60,100,80,nan,8 073,1 178,9 881,34 279,31 711,"31,12","-0,033818333","-0,041988682",1 702
1922,98,640,Tlemcen,Hennaya,-1 180 072 342 969 800,3 443 635 942 679 530,nan,nan,nan,100,200,150,nan,7 951,1 586,"12,6",49 752,"28,09",19 144,"-0,248258892","-0,414777945",1 256
